x,y,Mean
89.5,26.75,2088.605035
89.75,26.75,2048.47718
90,26.75,1983.05575
90.25,26.75,1917.634319
90.5,26.75,1884.327891
90.75,26.75,1851.021462
91,26.75,1793.785033
91.25,26.75,1736.548604
91.5,26.75,1695.349314
91.75,26.75,1654.150025
92,26.75,1590.558596
92.25,26.75,1526.967167
92.5,26.75,1488.413596
92.75,26.75,1449.860025
93,26.75,1440.34431
93.25,26.75,1430.828595
93.5,26.75,1427.241452
93.75,26.75,1423.654309
94,26.75,1431.171454
94.25,26.75,1438.688598
94.5,26.75,1437.650025
94.75,26.75,1436.611452
95,26.75,1348.472878
95.25,26.75,1260.334305
95.5,26.75,1252.321448
88,27,1802.755031
88.25,27,1836.15289
88.5,27,1897.864677
88.75,27,1959.576464
89,27,1904.166105
92,27,1531.415738
92.25,27,1465.580737
92.5,27,1454.155023
92.75,27,1442.72931
93,27,1422.330738
93.25,27,1401.932167
93.5,27,1399.157167
93.75,27,1396.382167
94,27,1414.242882
94.25,27,1432.103598
94.5,27,1438.828953
94.75,27,1445.554309
95,27,1393.501808
95.25,27,1341.449307
95.5,27,1317.643593
95.75,27,1293.83788
96,27,1299.443236
88,27.25,1779.861463
88.25,27.25,1736.527177
88.5,27.25,1768.380748
88.75,27.25,1800.234319
92,27.25,1472.272881
92.25,27.25,1404.194307
92.5,27.25,1419.896451
92.75,27.25,1435.598595
93,27.25,1404.317167
93.25,27.25,1373.035739
93.5,27.25,1371.072881
93.75,27.25,1369.110024
94,27.25,1397.314311
94.25,27.25,1425.518598
94.5,27.25,1440.007882
94.75,27.25,1454.497166
95,27.25,1438.530737
95.25,27.25,1422.564309
95.5,27.25,1382.965739
95.75,27.25,1343.367169
96,27.25,1312.661454
96.25,27.25,1281.955738
96.5,27.25,1192.070736
96.75,27.25,1102.185734
97,27.25,1093.058593
88,27.5,1389.181455
88.25,27.5,1340.432883
88.5,27.5,1395.518597
88.75,27.5,1450.604311
91.75,27.5,1374.51431
92,27.5,1290.599665
92.25,27.5,1206.68502
92.5,27.5,1246.348591
92.75,27.5,1286.012163
93,27.5,1296.145378
93.25,27.5,1306.278594
93.5,27.5,1315.62288
93.75,27.5,1324.967166
94,27.5,1341.598952
94.25,27.5,1358.230739
94.5,27.5,1377.763952
94.75,27.5,1397.297165
95,27.5,1393.428594
95.25,27.5,1389.560023
95.5,27.5,1357.194667
95.75,27.5,1324.829311
96,27.5,1288.697524
96.25,27.5,1252.565737
96.5,27.5,1115.592163
96.75,27.5,978.6185889
97,27.5,1002.767877
88.25,27.75,944.3385897
88.5,27.75,1022.656447
88.75,27.75,1100.974303
91.75,27.75,1208.677165
92,27.75,1108.926449
92.25,27.75,1009.175733
92.5,27.75,1072.800732
92.75,27.75,1136.425731
93,27.75,1187.97359
93.25,27.75,1239.521449
93.5,27.75,1260.172879
93.75,27.75,1280.824308
94,27.75,1285.883594
94.25,27.75,1290.942879
94.5,27.75,1315.520022
94.75,27.75,1340.097164
95,27.75,1348.326451
95.25,27.75,1356.555737
95.5,27.75,1331.423595
95.75,27.75,1306.291452
96,27.75,1264.733594
96.25,27.75,1223.175735
96.5,27.75,1039.113589
96.75,27.75,855.0514433
97,27.75,912.4771603
97.25,27.75,969.9028773
88.25,28,948.8521599
88.5,28,975.7682308
88.75,28,1002.684302
92.75,28,952.4193012
93,28,1029.750374
93.25,28,1107.081447
93.5,28,1131.688234
93.75,28,1156.295021
94,28,1166.950734
94.25,28,1177.606448
94.5,28,1216.627878
94.75,28,1255.649308
95,28,1242.271451
95.25,28,1228.893594
95.5,28,1216.512879
95.75,28,1204.132164
96,28,1136.176448
96.25,28,1068.220732
96.5,28,943.1596593
96.75,28,818.0985867
97,28,821.7928729
97.25,28,825.487159
92.75,28.25,768.4128717
93,28.25,871.5271581
93.25,28.25,974.6414446
93.5,28.25,1003.203589
93.75,28.25,1031.765733
94,28.25,1048.017875
94.25,28.25,1064.270017
94.5,28.25,1117.735734
94.75,28.25,1171.201451
95,28.25,1136.216451
95.25,28.25,1101.231451
95.5,28.25,1101.602163
95.75,28.25,1101.972876
96,28.25,1007.619302
96.25,28.25,913.2657285
96.5,28.25,847.2057293
96.75,28.25,781.1457302
97,28.25,731.1085854
97.25,28.25,681.0714407
93.25,28.5,824.625014
93.5,28.5,847.292872
93.75,28.5,869.96073
94,28.5,895.6232302
94.25,28.5,921.2857304
94.5,28.5,999.6918043
94.75,28.5,1078.097878
95,28.5,1027.70109
95.25,28.5,977.3043027
95.5,28.5,970.4496598
95.75,28.5,963.5950169
96,28.5,888.8978721
96.25,28.5,814.2007274
96.5,28.5,762.7100134
96.75,28.5,711.2192995
93.75,28.75,708.155727
94,28.75,743.2285854
94.25,28.75,778.3014439
94.5,28.75,881.6478745
94.75,28.75,984.9943052
95,28.75,919.18573
95.25,28.75,853.3771547
95.5,28.75,839.2971563
95.75,28.75,825.2171579
96,28.75,770.176442
96.25,28.75,715.1357262
96.5,28.75,678.2142975
94.25,29,699.897156
94.5,29,753.8450142
94.75,29,807.7928725
95,29,798.8242999
95.25,29,789.8557274
95.5,29,767.5821558
95.75,29,745.3085842
96,29,694.975012
96.25,29,644.6414398
96.5,29,619.3653683
94.5,29.25,626.0421539
94.75,29.25,630.5914397
95,29.25,678.4628699
95.25,29.25,726.3343
95.5,29.25,695.8671553
95.75,29.25,665.4000106
96,29.25,619.773582
96.25,29.25,574.1471535
96.5,29.25,560.516439
96,29.5,565.2964379
