x,y,Mean
94.25,26.75,2213.335754
94.5,26.75,2208.352895
94.75,26.75,2203.370036
95,26.75,2029.325747
95.25,26.75,1855.281458
95.5,26.75,1839.087172
88,27,2199.426466
88.25,27,2246.337896
88.5,27,2336.070398
88.75,27,2425.8029
89,27,2381.431827
92,27,2134.695034
92.25,27,2051.700747
92.5,27,2061.112177
92.75,27,2070.523607
93,27,2059.122535
93.25,27,2047.721463
93.5,27,2068.780749
93.75,27,2089.840036
94,27,2144.165037
94.25,27,2198.490038
94.5,27,2213.476466
94.75,27,2228.462893
95,27,2122.53682
95.25,27,2016.610747
95.5,27,1968.739319
95.75,27,1920.867891
96,27,1919.87789
88,27.25,2172.123612
88.25,27.25,2125.827183
88.5,27.25,2175.982183
88.75,27.25,2226.137183
92,27.25,2000.992174
92.25,27.25,1911.654314
92.5,27.25,1969.268602
92.75,27.25,2026.88289
93,27.25,1998.333606
93.25,27.25,1969.784321
93.5,27.25,1996.076463
93.75,27.25,2022.368606
94,27.25,2103.006465
94.25,27.25,2183.644323
94.5,27.25,2218.600037
94.75,27.25,2253.555751
95,27.25,2215.747893
95.25,27.25,2177.940035
95.5,27.25,2098.391466
95.75,27.25,2018.842896
96,27.25,1957.31718
96.25,27.25,1895.791464
96.5,27.25,1749.09289
96.75,27.25,1602.394315
97,27.25,1582.263601
88,27.5,1697.042889
88.25,27.5,1645.240745
88.5,27.5,1715.069674
88.75,27.5,1784.898603
91.75,27.5,1828.097888
92,27.5,1713.822528
92.25,27.5,1599.547169
92.5,27.5,1684.533241
92.75,27.5,1769.519314
93,27.5,1808.932173
93.25,27.5,1848.345032
93.5,27.5,1892.581818
93.75,27.5,1936.818605
94,27.5,1993.18182
94.25,27.5,2049.545035
94.5,27.5,2099.056107
94.75,27.5,2148.567179
95,27.5,2138.85325
95.25,27.5,2129.139321
95.5,27.5,2064.268964
95.75,27.5,1999.398607
96,27.5,1929.401463
96.25,27.5,1859.40432
96.5,27.5,1639.921458
96.75,27.5,1420.438597
97,27.5,1451.501456
88.25,27.75,1164.654307
88.5,27.75,1254.157165
88.75,27.75,1343.660022
91.75,27.75,1565.865742
92,27.75,1426.652882
92.25,27.75,1287.440023
92.5,27.75,1399.79788
92.75,27.75,1512.155737
93,27.75,1619.53074
93.25,27.75,1726.905743
93.5,27.75,1789.087173
93.75,27.75,1851.268603
94,27.75,1883.357175
94.25,27.75,1915.445747
94.5,27.75,1979.512177
94.75,27.75,2043.578606
95,27.75,2061.958606
95.25,27.75,2080.338606
95.5,27.75,2030.146462
95.75,27.75,1979.954318
96,27.75,1901.485746
96.25,27.75,1823.017175
96.5,27.75,1530.750027
96.75,27.75,1238.482878
97,27.75,1320.73931
97.25,27.75,1402.995741
88.25,28,1153.142163
88.5,28,1184.189306
88.75,28,1215.236449
92.75,28,1231.126449
93,28,1368.166094
93.25,28,1505.205739
93.5,28,1568.755027
93.75,28,1632.304315
94,28,1672.170386
94.25,28,1712.036457
94.5,28,1801.614674
94.75,28,1891.192892
95,28,1872.671105
95.25,28,1854.149318
95.5,28,1833.577531
95.75,28,1813.005744
96,28,1693.666814
96.25,28,1574.327884
96.5,28,1376.239667
96.75,28,1178.15145
97,28,1180.961807
97.25,28,1183.772165
92.75,28.25,950.0971602
93,28.25,1116.801448
93.25,28.25,1283.505735
93.5,28.25,1348.422881
93.75,28.25,1413.340026
94,28.25,1460.983597
94.25,28.25,1508.627168
94.5,28.25,1623.717172
94.75,28.25,1738.807177
95,28.25,1683.383604
95.25,28.25,1627.960031
95.5,28.25,1637.008601
95.75,28.25,1646.057171
96,28.25,1485.847882
96.25,28.25,1325.638593
96.5,28.25,1221.729307
96.75,28.25,1117.820021
97,28.25,1041.184305
97.25,28.25,964.5485885
93.25,28.5,1057.586446
93.5,28.5,1108.210377
93.75,28.5,1158.834307
94,28.5,1216.094307
94.25,28.5,1273.354308
94.5,28.5,1424.350741
94.75,28.5,1575.347174
95,28.5,1496.238956
95.25,28.5,1417.130739
95.5,28.5,1414.16181
95.75,28.5,1411.192881
96,28.5,1287.448593
96.25,28.5,1163.704306
96.5,28.5,1084.635733
96.75,28.5,1005.567161
93.75,28.75,904.3285874
94,28.75,971.2050179
94.25,28.75,1038.081448
94.5,28.75,1224.984309
94.75,28.75,1411.88717
95,28.75,1309.094309
95.25,28.75,1206.301447
95.5,28.75,1191.315019
95.75,28.75,1176.328592
96,28.75,1089.049305
96.25,28.75,1001.770018
96.5,28.75,947.5421596
94.25,29,920.2893025
94.5,29,1020.376448
94.75,29,1120.463592
95,29,1112.492877
95.25,29,1104.522162
95.5,29,1075.433947
95.75,29,1046.345732
96,29,968.3314455
96.25,29,890.3171591
96.5,29,855.4750154
94.5,29.25,815.7685857
94.75,29.25,829.0400147
95,29.25,915.8914456
95.25,29.25,1002.742876
95.5,29.25,959.5528741
95.75,29.25,916.3628718
96,29.25,847.6135861
96.25,29.25,778.8643004
96.5,29.25,763.4078713
96,29.5,764.0360843
