x,y,Mean
94,27.25,2030.664479
94.25,27.25,2099.34226
94.5,27.25,2124.355593
94.75,27.25,2149.368926
95,27.25,2106.822258
95.25,27.25,2064.275591
95.5,27.25,1993.251145
95.75,27.25,1922.226698
96,27.25,1862.791142
96.25,27.25,1803.355586
96.5,27.25,1665.234473
96.75,27.25,1527.113361
97,27.25,1511.236692
88,27.5,1662.308918
88.25,27.5,1619.47225
88.5,27.5,1693.765584
88.75,27.5,1768.058917
91.75,27.5,1834.078919
92,27.5,1713.75336
92.25,27.5,1593.427802
92.5,27.5,1674.532248
92.75,27.5,1755.636694
93,27.5,1785.526139
93.25,27.5,1815.415585
93.5,27.5,1849.406697
93.75,27.5,1883.397809
94,27.5,1927.945587
94.25,27.5,1972.493366
94.5,27.5,2011.427812
94.75,27.5,2050.362259
95,27.5,2035.31948
95.25,27.5,2020.276701
95.5,27.5,1960.383923
95.75,27.5,1900.491145
96,27.5,1833.380587
96.25,27.5,1766.270028
96.5,27.5,1557.906693
96.75,27.5,1349.543357
97,27.5,1382.163913
88.25,27.75,1149.06224
88.5,27.75,1242.563353
88.75,27.75,1336.064466
91.75,27.75,1579.751136
92,27.75,1433.316687
92.25,27.75,1286.882239
92.5,27.75,1396.862242
92.75,27.75,1506.842245
93,27.75,1604.817804
93.25,27.75,1702.793362
93.5,27.75,1753.801142
93.75,27.75,1804.808921
94,27.75,1825.226696
94.25,27.75,1845.644471
94.5,27.75,1898.500031
94.75,27.75,1951.355591
95,27.75,1963.816702
95.25,27.75,1976.277812
95.5,27.75,1927.516702
95.75,27.75,1878.755592
96,27.75,1803.970031
96.25,27.75,1729.18447
96.5,27.75,1450.578912
96.75,27.75,1171.973354
97,27.75,1253.091134
97.25,27.75,1334.208914
88.25,28,1145.31113
88.5,28,1177.528352
88.75,28,1209.745575
92.75,28,1227.085575
93,28,1357.466688
93.25,28,1487.847802
93.5,28,1540.977804
93.75,28,1594.107807
94,28,1623.125584
94.25,28,1652.143362
94.5,28,1731.158364
94.75,28,1810.173366
95,28,1788.146698
95.25,28,1766.12003
95.5,28,1743.433919
95.75,28,1720.747809
96,28,1606.265582
96.25,28,1491.783355
96.5,28,1302.721131
96.75,28,1113.658908
97,28,1118.182242
97.25,28,1122.705576
92.75,28.25,947.3289046
93,28.25,1110.115573
93.25,28.25,1272.902241
93.5,28.25,1328.154467
93.75,28.25,1383.406693
94,28.25,1421.024472
94.25,28.25,1458.642252
94.5,28.25,1563.816696
94.75,28.25,1668.99114
95,28.25,1612.476694
95.25,28.25,1555.962248
95.5,28.25,1559.351137
95.75,28.25,1562.740025
96,28.25,1408.561132
96.25,28.25,1254.38224
96.5,28.25,1154.863351
96.75,28.25,1055.344462
97,28.25,983.2733496
97.25,28.25,911.2022371
93.25,28.5,1046.870016
93.5,28.5,1090.360574
93.75,28.5,1133.851132
94,28.5,1183.987799
94.25,28.5,1234.124467
94.5,28.5,1375.511691
94.75,28.5,1516.898914
95,28.5,1435.486135
95.25,28.5,1354.073356
95.5,28.5,1346.623355
95.75,28.5,1339.173354
96,28.5,1220.193908
96.25,28.5,1101.214461
96.5,28.5,1024.719461
96.75,28.5,948.2244601
93.75,28.75,884.2955704
94,28.75,946.9511268
94.25,28.75,1009.606683
94.5,28.75,1187.206686
94.75,28.75,1364.806688
95,28.75,1258.495576
95.25,28.75,1152.184464
95.5,28.75,1133.895574
