x,y,Mean
76.5,8.5,1944.121429
77.5,8.5,1128.8625
78.5,8.5,1432.457857
76.5,9.5,2058.043929
77.5,9.5,1513.551429
78.5,9.5,879.5996429
79.5,9.5,1345.7425
76.5,10.5,2351.970714
77.5,10.5,1098.993214
78.5,10.5,894.0646429
79.5,10.5,1146.981429
75.5,11.5,2282.083214
76.5,11.5,1689.277143
77.5,11.5,803.355
78.5,11.5,916.8960714
79.5,11.5,1205.288214
75.5,12.5,2844.257857
76.5,12.5,1196.671786
77.5,12.5,819.4728571
78.5,12.5,895.0207143
79.5,12.5,1135.309643
80.5,12.5,1212.894286
74.5,13.5,2798.35
75.5,13.5,1476.915714
76.5,13.5,731.1014286
77.5,13.5,731.6103571
78.5,13.5,692.8167857
79.5,13.5,973.9478571
80.5,13.5,1110.428571
74.5,14.5,2223.643929
75.5,14.5,1013.245357
76.5,14.5,587.9032143
77.5,14.5,557.4592857
78.5,14.5,645.3478571
79.5,14.5,865.4528571
80.5,14.5,968.1642857
73.5,15.5,2393.16
74.5,15.5,1815.976429
75.5,15.5,738.2260714
76.5,15.5,539.2007143
77.5,15.5,556.3832143
78.5,15.5,622.0221429
79.5,15.5,745.8846429
80.5,15.5,974.3317857
73.5,16.5,1995.855714
74.5,16.5,1104.046071
75.5,16.5,637.7803571
76.5,16.5,618.74
77.5,16.5,742.9375
78.5,16.5,717.3864286
79.5,16.5,773.3996429
80.5,16.5,902.7371429
81.5,16.5,1089.036429
82.5,16.5,1172.503571
73.5,17.5,1791.794643
74.5,17.5,786.1360714
75.5,17.5,659.1482143
76.5,17.5,742.3996429
77.5,17.5,858.6782143
78.5,17.5,821.5342857
79.5,17.5,866.9082143
80.5,17.5,995.1757143
81.5,17.5,1101.603214
82.5,17.5,1161.318214
72.5,18.5,1731.579286
73.5,18.5,1311.407857
74.5,18.5,708.0675
75.5,18.5,709.2096429
76.5,18.5,856.5185714
77.5,18.5,982.3760714
78.5,18.5,953.3878571
79.5,18.5,966.0764286
80.5,18.5,1129.783214
81.5,18.5,1281.672143
82.5,18.5,1304.155357
83.5,18.5,1079.846429
84.5,18.5,1423.335714
72.5,19.5,1964.432857
73.5,19.5,1339.026786
74.5,19.5,675.4825
75.5,19.5,739.8639286
76.5,19.5,835.6778571
77.5,19.5,944.065
78.5,19.5,1031.786786
79.5,19.5,1055.903214
80.5,19.5,1216.25
81.5,19.5,1352.765
82.5,19.5,1391.852857
83.5,19.5,1223.892143
84.5,19.5,1189.492143
85.5,19.5,1354.261429
70.5,20.5,712.9328571
71.5,20.5,919.4121429
72.5,20.5,1482.301429
73.5,20.5,1474.231786
74.5,20.5,807.2585714
75.5,20.5,726.4560714
76.5,20.5,817.4310714
77.5,20.5,868.3428571
78.5,20.5,1092.109643
79.5,20.5,1247.939643
80.5,20.5,1274.110714
81.5,20.5,1271.228214
82.5,20.5,1320.414643
83.5,20.5,1289.918571
84.5,20.5,1302.227857
85.5,20.5,1366.915357
86.5,20.5,1586.529286
69.5,21.5,589.3778571
70.5,21.5,561.2953571
71.5,21.5,653.0985714
72.5,21.5,846.5871429
73.5,21.5,1167.036429
74.5,21.5,831.0142857
75.5,21.5,708.775
76.5,21.5,845.8825
77.5,21.5,959.1764286
78.5,21.5,1116.994286
79.5,21.5,1326.938571
80.5,21.5,1426.505
81.5,21.5,1273.994286
82.5,21.5,1377.950714
83.5,21.5,1486.121071
84.5,21.5,1394.382143
85.5,21.5,1308.4525
86.5,21.5,1506.301786
87.5,21.5,1699.264643
88.5,21.5,1826.240714
69.5,22.5,490.6971429
70.5,22.5,532.0453571
71.5,22.5,531.6046429
72.5,22.5,710.6771429
73.5,22.5,934.8121429
74.5,22.5,836.9485714
75.5,22.5,882.5164286
76.5,22.5,1009.561429
77.5,22.5,1164.585714
78.5,22.5,1162.436786
79.5,22.5,1294.276786
80.5,22.5,1381.160714
81.5,22.5,1247.121071
82.5,22.5,1346.660357
83.5,22.5,1444.020357
