x,y,Mean
76.5,8.5,919.1329545
77.5,8.5,345.7301136
78.5,8.5,436.5977273
76.5,9.5,1072.673864
77.5,9.5,608.0193182
78.5,9.5,200.3090909
79.5,9.5,367.1738636
76.5,10.5,1541.397727
77.5,10.5,457.8159091
78.5,10.5,365.4409091
79.5,10.5,311.1079545
75.5,11.5,1648.95
76.5,11.5,1031.509091
77.5,11.5,349.0295455
78.5,11.5,398.8295455
79.5,11.5,382.6596591
75.5,12.5,2297.3125
76.5,12.5,762.2119318
77.5,12.5,427.2892045
78.5,12.5,461.1409091
79.5,12.5,450.4909091
80.5,12.5,412.8818182
74.5,13.5,2539.096591
75.5,13.5,1049.180114
76.5,13.5,390.6460227
77.5,13.5,458.7846591
78.5,13.5,419.4721591
79.5,13.5,426.5431818
80.5,13.5,435.2068182
74.5,14.5,1890.214773
75.5,14.5,676.2369318
76.5,14.5,313.6414773
77.5,14.5,322.1767045
78.5,14.5,399.6545455
79.5,14.5,370.8852273
80.5,14.5,495.9272727
73.5,15.5,2326.338636
74.5,15.5,1325.571023
75.5,15.5,443.2568182
76.5,15.5,316.0414773
77.5,15.5,371.8448864
78.5,15.5,427.4147727
79.5,15.5,402.5465909
80.5,15.5,573.4335227
73.5,16.5,1968.729545
74.5,16.5,810.5664773
75.5,16.5,458.9727273
76.5,16.5,468.9346591
77.5,16.5,605.1971591
78.5,16.5,561.2073864
79.5,16.5,548.1431818
80.5,16.5,644.4471591
81.5,16.5,703.5318182
82.5,16.5,742.0795455
73.5,17.5,1798.469318
74.5,17.5,630.4073864
75.5,17.5,523.2352273
76.5,17.5,614.2255682
77.5,17.5,703.11875
78.5,17.5,672.0142045
79.5,17.5,688.6414773
80.5,17.5,805.4471591
81.5,17.5,787.5221591
82.5,17.5,790.3176136
72.5,18.5,1741.415909
73.5,18.5,1324.221591
74.5,18.5,580.7352273
75.5,18.5,574.5943182
76.5,18.5,717.2164773
77.5,18.5,831.0886364
78.5,18.5,884.5443182
79.5,18.5,818.7880682
80.5,18.5,915.3414773
81.5,18.5,984.5556818
82.5,18.5,982.6107955
83.5,18.5,744.1198864
84.5,18.5,1063.09375
72.5,19.5,2057.855682
73.5,19.5,1285.36875
74.5,19.5,565.1090909
75.5,19.5,613.1710227
76.5,19.5,728.2079545
77.5,19.5,798.0545455
78.5,19.5,904.2647727
79.5,19.5,901.9227273
80.5,19.5,1006.451136
81.5,19.5,1081.810227
82.5,19.5,1095.001705
83.5,19.5,933.4886364
84.5,19.5,828.7607955
85.5,19.5,1017.315909
70.5,20.5,873.1125
71.5,20.5,1013.344318
72.5,20.5,1465.761364
73.5,20.5,1465.482386
74.5,20.5,749.01875
75.5,20.5,618.8147727
76.5,20.5,680.8130682
77.5,20.5,735.2465909
78.5,20.5,915.6801136
79.5,20.5,1042.840909
80.5,20.5,1055.377841
81.5,20.5,1041.928977
82.5,20.5,1069.036932
83.5,20.5,1036.264205
84.5,20.5,1008.451705
85.5,20.5,1035.661364
86.5,20.5,1191.467045
69.5,21.5,644.1221591
70.5,21.5,642.3147727
71.5,21.5,655.2693182
72.5,21.5,870.73125
73.5,21.5,1148.138636
74.5,21.5,768.61875
75.5,21.5,642.84375
76.5,21.5,760.4147727
77.5,21.5,866.4886364
78.5,21.5,953.8698864
79.5,21.5,1095.259091
80.5,21.5,1181.207386
81.5,21.5,1037.118182
82.5,21.5,1119.563068
83.5,21.5,1226.707386
84.5,21.5,1130.314205
85.5,21.5,990.9721591
86.5,21.5,1121.895455
87.5,21.5,1344.896023
88.5,21.5,1428.646591
69.5,22.5,508.8153409
70.5,22.5,566.5784091
71.5,22.5,538.5386364
72.5,22.5,684.4772727
73.5,22.5,864.775
74.5,22.5,753.0857955
75.5,22.5,820.70625
76.5,22.5,948.1482955
77.5,22.5,1084.463068
78.5,22.5,1064.827841
79.5,22.5,1090.120455
80.5,22.5,1119.30625
81.5,22.5,994.5244318
82.5,22.5,1077.005682
83.5,22.5,1146.378977
84.5,22.5,1067.759091
85.5,22.5,982.0920455
86.5,22.5,1100.947727
87.5,22.5,1180.098295
88.5,22.5,1263.622159
92.5,22.5,1994.597727
68.5,23.5,271.0448864
69.5,23.5,291.1511364
70.5,23.5,390.2903409
71.5,23.5,474.9539773
72.5,23.5,686.3511364
73.5,23.5,815.6238636
74.5,23.5,874.2210227
75.5,23.5,860.3875
76.5,23.5,793.2272727
77.5,23.5,990.0977273
78.5,23.5,1086.749432
79.5,23.5,1064.990909
80.5,23.5,987.8744318
81.5,23.5,898.85625
82.5,23.5,956.0875
83.5,23.5,982.1369318
84.5,23.5,978.2784091
85.5,23.5,1050.670455
86.5,23.5,1031.914205
87.5,23.5,1054.642614
88.5,23.5,1046.5125
91.5,23.5,1630.378977
92.5,23.5,1877.992614
93.5,23.5,1792.953409
68.5,24.5,184.0335227
69.5,24.5,228.4255682
70.5,24.5,277.5193182
71.5,24.5,384.0982955
72.5,24.5,553.4431818
73.5,24.5,589.5039773
74.5,24.5,723.7386364
75.5,24.5,762.3522727
76.5,24.5,742.2079545
77.5,24.5,890.4488636
78.5,24.5,979.3517045
79.5,24.5,997.7443182
80.5,24.5,951.2363636
81.5,24.5,894.2556818
82.5,24.5,865.05
83.5,24.5,854.1625
84.5,24.5,877.4994318
85.5,24.5,907.2198864
86.5,24.5,939.8721591
87.5,24.5,1021.448864
88.5,24.5,1123.689773
91.5,24.5,1954.872159
92.5,24.5,2016.543182
93.5,24.5,1428.736364
94.5,24.5,1135.767045
70.5,25.5,203.6653409
71.5,25.5,267.1482955
72.5,25.5,370.8846591
73.5,25.5,458.025
74.5,25.5,548.5034091
75.5,25.5,652.9090909
76.5,25.5,750.8261364
77.5,25.5,808.3755682
78.5,25.5,825.5034091
79.5,25.5,837.1056818
80.5,25.5,831.8835227
81.5,25.5,804.9164773
82.5,25.5,812.7892045
83.5,25.5,837.6744318
84.5,25.5,871.0704545
85.5,25.5,891.1153409
86.5,25.5,928.1011364
87.5,25.5,1165.181818
88.5,25.5,1436.940909
90.5,25.5,2094.599432
91.5,25.5,2995.102841
92.5,25.5,2237.153409
93.5,25.5,1347.082386
94.5,25.5,1255.134091
70.5,26.5,160.3011364
71.5,26.5,203.1357955
72.5,26.5,275.2596591
73.5,26.5,368.8153409
74.5,26.5,484.5306818
75.5,26.5,577.4198864
76.5,26.5,662.3386364
77.5,26.5,686.4505682
78.5,26.5,697.3471591
79.5,26.5,719.1869318
80.5,26.5,741.43125
81.5,26.5,806.2767045
82.5,26.5,935.8636364
83.5,26.5,1059.588636
84.5,26.5,1153.309659
85.5,26.5,1118.727841
86.5,26.5,1116.746591
87.5,26.5,1439.089205
88.5,26.5,1891.239773
89.5,26.5,2011.052273
90.5,26.5,1813.615341
91.5,26.5,1626.040341
92.5,26.5,1470.709659
93.5,26.5,1356.426705
94.5,26.5,1317.050568
95.5,26.5,1202.552273
69.5,27.5,102.6204545
70.5,27.5,135.0534091
71.5,27.5,171.7852273
72.5,27.5,218.0505682
73.5,27.5,288.9488636
74.5,27.5,381.7545455
75.5,27.5,475.7136364
76.5,27.5,568.0085227
77.5,27.5,614.7676136
78.5,27.5,663.9130682
79.5,27.5,735.0409091
80.5,27.5,828.7119318
81.5,27.5,961.8948864
82.5,27.5,1186.067045
83.5,27.5,1452.840341
84.5,27.5,1679.889205
88.5,27.5,1314.842045
89.5,27.5,1285.998295
90.5,27.5,1471.609091
91.5,27.5,1408.820455
92.5,27.5,1197.043182
93.5,27.5,1247.963068
94.5,27.5,1294.104545
95.5,27.5,1273.19375
96.5,27.5,1053.882386
97.5,27.5,965.5528409
70.5,28.5,111.2147727
71.5,28.5,138.2539773
72.5,28.5,179.5011364
73.5,28.5,234.1755682
74.5,28.5,303.3090909
75.5,28.5,385.6971591
76.5,28.5,513.0159091
77.5,28.5,652.7125
78.5,28.5,746.0636364
79.5,28.5,890.2590909
80.5,28.5,1024.176705
81.5,28.5,1047.388068
