x,y,M1970,M2014,Mean,,,
91.5,24.5,3146.491786,3050.051705,96.44008145,,,
92.5,24.5,3297.758929,3217.303409,80.45551991,,,
93.5,24.5,2329.911071,2266.802841,63.10823009,,,
94.5,24.5,1829.385,1757.302841,72.08215909,,,
70.5,25.5,221.11,225.0357955,-3.925795455,,,
71.5,25.5,279.4246429,296.2335227,-16.80887983,,,
72.5,25.5,384.6614286,407.3573864,-22.69595776,,,
73.5,25.5,498.5425,499.5431818,-1.000681818,,,
74.5,25.5,611.2960714,600.3306818,10.96538958,,,
75.5,25.5,738.3575,709.8971591,28.46034091,,,
76.5,25.5,864.9071429,814.3914773,50.51566563,,,
77.5,25.5,934.785,883.0477273,51.73727273,,,
78.5,25.5,946.3725,902.4159091,43.95659091,,,
79.5,25.5,981.0682143,920.7875,60.2807143,,,
80.5,25.5,999.2317857,921.5954545,77.63633115,,,
81.5,25.5,991.7203571,898.0028409,93.71751619,,,
82.5,25.5,994.7628571,907.0232955,87.73956165,,,
83.5,25.5,1020.178214,943.6119318,76.56628218,,,
84.5,25.5,1067.538929,1012.892614,54.64631536,,,
85.5,25.5,1141.149643,1069.036364,72.11327936,,,
86.5,25.5,1285.570714,1139.575,145.995714,,,
87.5,25.5,1552.806429,1455.836932,96.96949718,,,
88.5,25.5,1902.495714,1857.170455,45.32525945,,,
90.5,25.5,3056.441071,3073.186932,-16.74586082,,,
91.5,25.5,4370.878571,4291.109659,79.76891191,,,
92.5,25.5,3424.659286,3339.247727,85.41155873,,,
93.5,25.5,2203.63,2127.371591,76.25840909,,,
94.5,25.5,1934.2825,1840.441477,93.84102273,,,
70.5,26.5,180.6007143,183.0511364,-2.450422064,,,
71.5,26.5,227.4446429,234.4443182,-6.999675282,,,
72.5,26.5,296.1078571,318.9914773,-22.88362017,,,
73.5,26.5,384.6307143,418.0227273,-33.39201297,,,
74.5,26.5,506.4039286,539.7136364,-33.30970776,,,
75.5,26.5,624.9221429,641.0107955,-16.08865255,,,
76.5,26.5,742.0678571,729.8454545,12.22240255,,,
77.5,26.5,787.9728571,755.6994318,32.27342528,,,
78.5,26.5,800.4975,771.7585227,28.73897727,,,
79.5,26.5,852.5853571,801.6653409,50.92001619,,,
80.5,26.5,924.8414286,834.8267045,90.01472405,,,
81.5,26.5,1022.664286,905.9505682,116.7137178,,,
82.5,26.5,1124.632857,1045.047727,79.58512973,,,
83.5,26.5,1266.058214,1204.794886,61.26332764,,,
84.5,26.5,1435.422857,1354.254545,81.16831155,,,
85.5,26.5,1499.374286,1361.263068,138.1112178,,,
86.5,26.5,1504.514643,1395.471591,109.0430521,,,
87.5,26.5,1823.42,1803.965341,19.45465909,,,
88.5,26.5,2400.082143,2407.022159,-6.940016091,,,
89.5,26.5,2634.359286,2682.778409,-48.41912309,,,
90.5,26.5,2513.199643,2584.817045,-71.61740245,,,
91.5,26.5,2304.178214,2373.213636,-69.03542236,,,
92.5,26.5,2190.1075,2166.088068,24.01943182,,,
93.5,26.5,2152.464643,2065.759659,86.70498391,,,
94.5,26.5,2129.76,2015.153409,114.6065909,,,
95.5,26.5,1877.041429,1768.054545,108.9868835,,,
69.5,27.5,123.4946429,127.8886364,-4.393993464,,,
70.5,27.5,153.2417857,162.5539773,-9.312191573,,,
71.5,27.5,193.1557143,203.8125,-10.6567857,,,
72.5,27.5,247.88,264.1704545,-16.29045455,,,
73.5,27.5,318.2753571,347.3306818,-29.05532472,,,
74.5,27.5,416.5335714,445.2278409,-28.69426951,,,
75.5,27.5,513.9514286,545.9215909,-31.97016231,,,
76.5,27.5,611.825,644.0215909,-32.19659091,,,
77.5,27.5,684.3917857,694.8176136,-10.42582794,,,
78.5,27.5,783.3260714,753.3147727,30.01129867,,,
79.5,27.5,927.8103571,837.7017045,90.10865255,,,
80.5,27.5,1131.5225,959.4960227,172.0264773,,,
81.5,27.5,1275.237857,1111.515341,163.7225161,,,
82.5,27.5,1488.134286,1384.160227,103.9740587,,,
83.5,27.5,1863.320714,1756.260227,107.0604867,,,
84.5,27.5,2204.136786,2074.088068,130.0487178,,,
88.5,27.5,1678.736071,1682.629545,-3.893474455,,,
89.5,27.5,1612.776786,1654.249432,-41.47264582,,,
90.5,27.5,1878.009286,1943.049432,-65.04014582,,,
91.5,27.5,1852.822857,1912.123295,-59.30043845,,,
92.5,27.5,1635.831786,1641.385227,-5.553441273,,,
93.5,27.5,1856.768929,1814.294886,42.47404264,,,
94.5,27.5,2090.308214,1982.69375,107.614464,,,
95.5,27.5,2060.2875,1940.155114,120.1323864,,,
96.5,27.5,1631.324286,1550.625568,80.69871782,,,
97.5,27.5,1455.188214,1393.328977,61.85923673,,,
70.5,28.5,132.6564286,145.5255682,-12.86913958,,,
71.5,28.5,160.5896429,177.08125,-16.4916071,,,
72.5,28.5,207.1207143,230.1727273,-23.05201297,,,
73.5,28.5,266.0782143,295.6738636,-29.59564934,,,
74.5,28.5,337.4257143,367.46875,-30.0430357,,,
75.5,28.5,416.9292857,457.6630682,-40.73378248,,,
76.5,28.5,539.1414286,598.4011364,-59.25970776,,,
77.5,28.5,704.9646429,759.0289773,-54.06433437,,,
78.5,28.5,898.6975,862.2971591,36.40034091,,,
79.5,28.5,1195.905714,1042.855682,153.0500322,,,
80.5,28.5,1508.773571,1232.461364,276.3122074,,,
81.5,28.5,1549.689286,1333.666477,216.0228087,,,
88.5,28.5,1046.292143,1047.131818,-0.839675182,,,
91.5,28.5,925.4985714,942.1886364,-16.69006496,,,
92.5,28.5,870.1971429,861.4232955,8.773847445,,,
93.5,28.5,1096.924643,1072.719318,24.20532482,,,
94.5,28.5,1414.6,1368.340341,46.25965909,,,
95.5,28.5,1397.781429,1335.447159,62.33426991,,,
96.5,28.5,1067.551786,1023.334659,44.21712691,,,
97.5,28.5,873.8010714,840.9352273,32.86584413,,,
72.5,29.5,193.2535714,223.8590909,-30.60551951,,,
73.5,29.5,242.1246429,285.5357955,-43.41115255,,,
74.5,29.5,332.3896429,360.9948864,-28.60524346,,,
75.5,29.5,433.8407143,465.9971591,-32.15644479,,,
76.5,29.5,598.3878571,642.5318182,-44.14396108,,,
77.5,29.5,881.0928571,836.3181818,44.77467528,,,
78.5,29.5,1082.211429,975.7056818,106.5057472,,,
79.5,29.5,1296.642857,1118.852273,177.7905843,,,
80.5,29.5,1319.890357,1155.780682,164.1096752,,,
94.5,29.5,731.3242857,725.8823864,5.441899336,,,
95.5,29.5,839.8860714,822.1926136,17.69345776,,,
96.5,29.5,683.6489286,662.8568182,20.79211042,,,
73.5,30.5,294.4675,365.6982955,-71.23079545,,,
74.5,30.5,395.2010714,461.3289773,-66.12790587,,,
75.5,30.5,551.5403571,581.6295455,-30.08918835,,,
76.5,30.5,805.8303571,762.7602273,43.07012983,,,
77.5,30.5,1115.032143,928.0034091,187.0287339,,,
78.5,30.5,1123.477143,945.0875,178.389643,,,
79.5,30.5,871.7964286,768.5840909,103.2123377,,,
80.5,30.5,644.4992857,603.8414773,40.65780843,,,
74.5,31.5,543.7092857,669.2005682,-125.4912825,,,
75.5,31.5,754.8414286,783.7204545,-28.87902595,,,
