"","V1","V2"
"1",1946.41973684211,313.301032231423
"2",1130.96315789474,156.008200027371
"3",1445.24824561404,215.228588908678
"4",2016.54451754386,259.58594267506
"5",1466.75416666667,213.792770650142
"6",885.838596491228,159.330369723271
"7",1362.68596491228,280.091871425147
"8",2335.63311403509,303.033929627496
"9",1086.30219298246,171.285446417494
"10",904.109868421053,175.349777140218
"11",1167.33355263158,236.410465493832
"12",2249.0076754386,368.539673362469
"13",1650.97280701754,239.903280487181
"14",807.364473684211,144.021427006153
"15",928.272807017544,179.581450712034
"16",1225.95877192982,258.852698207446
"17",2814.64956140351,445.232092490461
"18",1192.07938596491,203.486040057524
"19",828.452412280702,160.704838340456
"20",911.997807017544,175.091980206858
"21",1148.71951754386,223.536660214205
"22",1223.85438596491,268.596804582483
"23",2855.03026315789,461.288195752545
"24",1448.66644736842,244.001667737594
"25",728.883771929825,141.493971891612
"26",759.063596491228,169.753823876162
"27",731.826973684211,160.145022811348
"28",990.592543859649,210.03954723835
"29",1124.4850877193,250.609141073935
"30",2218.15942982456,362.926840390122
"31",994.198245614035,166.729493926914
"32",589.190789473684,120.030998451209
"33",567.344736842105,134.507861503054
"34",669.432236842105,143.166238763621
"35",888.991228070175,191.533446644272
"36",981.707456140351,205.398544948407
"37",2462.15438596491,454.201161700768
"38",1731.17916666667,304.738173431592
"39",719.647587719298,133.01979816253
"40",543.882456140351,119.868592132196
"41",571.000877192982,118.978881377434
"42",651.343859649123,143.946094974552
"43",779.241447368421,188.410065862899
"44",995.242105263158,227.935012433092
"45",2064.41644736842,384.575752414856
"46",1078.69824561404,221.161191208799
"47",655.430921052632,152.924938471281
"48",644.679605263158,152.832276248633
"49",768.873684210526,172.223553971288
"50",746.236842105263,158.324632864876
"51",802.265350877193,180.300927670665
"52",934.889473684211,209.025464291523
"53",1102.53201754386,244.761537723042
"54",1196.95570175439,262.825453684323
"55",1858.23289473684,362.080193613895
"56",799.800438596491,178.964372535357
"57",681.483552631579,160.796814458941
"58",771.532456140351,178.296505244521
"59",879.486184210526,188.672976170038
"60",843.309649122807,187.825568306369
"61",887.979605263158,185.121906246095
"62",1026.72412280702,202.830572304006
"63",1110.84868421053,198.846093173533
"64",1177.11907894737,222.885079155122
"65",1784.64692982456,434.770027821906
"66",1366.8375,299.611933174487
"67",717.946929824561,175.644981877172
"68",719.937719298246,179.292165935914
"69",869.313815789474,196.870550296452
"70",991.799561403509,213.371739571091
"71",994.700657894737,209.62578315959
"72",982.385307017544,191.248381328433
"73",1131.85065789474,190.308158503905
"74",1273.74013157895,204.497228642169
"75",1297.55526315789,204.680655795827
"76",1076.7125,200.683689696716
"77",1424.44846491228,267.679242430889
"78",2033.85789473684,516.40731319663
"79",1357.93486842105,269.819401100775
"80",681.375657894737,168.07566614937
"81",744.930263157895,179.153860879613
"82",847.376535087719,204.390946815953
"83",941.458114035088,209.772856784512
"84",1041.79649122807,193.464744903989
"85",1059.63048245614,193.972124193518
"86",1200.09057017544,188.91994217334
"87",1320.31951754386,218.093521836947
"88",1361.08596491228,223.124487779464
"89",1205.9826754386,182.324141726416
"90",1181.54254385965,193.138253645795
"91",1355.56206140351,224.891330793982
"92",795.840350877193,372.165731642135
"93",978.064035087719,357.323111291755
"94",1502.76315789474,436.283119495026
"95",1503.94364035088,335.136903636901
"96",822.510307017544,177.485996574982
"97",726.346271929825,149.492523869379
"98",808.116228070175,163.790296263999
"99",864.174122807018,184.036565778303
"100",1078.44934210526,203.865146692778
"101",1224.94298245614,224.033446077545
"102",1240.03530701754,215.438001979755
"103",1233.76864035088,190.499406771293
"104",1280.97346491228,194.111118029169
"105",1260.47368421053,178.00579229048
"106",1287.18026315789,184.270071536561
"107",1367.45175438596,231.882578513639
"108",1587.56666666667,292.976212991867
"109",628.171052631579,299.459258526876
"110",607.129166666667,246.879316561718
"111",667.69100877193,236.728594343239
"112",874.959868421053,265.144141100531
"113",1183.55021929825,283.367339446904
"114",832.636184210526,186.52413937505
"115",711.592324561404,149.205812900091
"116",846.307456140351,177.468658485939
"117",965.34802631579,214.759387927346
"118",1108.38048245614,215.908698843445
"119",1296.01885964912,237.033754330582
"120",1383.76337719298,247.843169821584
"121",1232.03179824561,192.461328729309
"122",1328.9149122807,199.500348845241
"123",1436.88552631579,216.37381837877
"124",1366.97894736842,196.307251346411
"125",1298.21820175439,213.814944780669
"126",1509.1774122807,245.131356672288
"127",1737.07346491228,265.552103267163
"128",1862.64429824561,269.655323733178
"129",510.299561403509,250.02776341375
"130",559.924561403509,232.633416021443
"131",546.727192982456,191.394788635505
"132",713.017763157895,223.263699663988
"133",924.411842105263,263.207984889993
"134",824.379385964912,215.328341798004
"135",886.137280701754,216.963343811868
"136",1016.04210526316,237.724029953242
"137",1169.40087719298,255.797672762706
"138",1170.63596491228,238.220686336469
"139",1272.90087719298,218.471992897579
"140",1341.27894736842,209.274387081321
"141",1202.23771929825,194.175475796886
"142",1294.51907894737,221.215855880016
"143",1387.72302631579,251.461397333559
"144",1320.12894736842,228.207021794307
"145",1267.29407894737,201.821712405976
"146",1446.25504385965,215.524792790293
"147",1515.40087719298,219.807699718227
"148",1620.09956140351,265.722854447848
"149",2828.76885964912,387.37158945092
"150",304.621710526316,163.330951026432
"151",304.475,158.652879426887
"152",404.84100877193,178.763788289517
"153",502.222587719298,200.825672762145
"154",724.684210526316,250.009154086015
"155",886.914254385965,251.733665752342
"156",960.595833333333,217.859740056702
"157",957.643640350877,207.88790734973
"158",889.752412280702,183.027303743429
"159",1092.87938596491,239.500706883821
"160",1209.9125,290.064292485113
"161",1220.70723684211,232.154425015905
"162",1170.83596491228,196.544186413075
"163",1088.33464912281,175.490000802707
"164",1172.92521929825,215.367070511701
"165",1225.2576754386,266.295554790926
"166",1238.97039473684,259.38929140851
"167",1343.82192982456,235.958098104912
"168",1340.37390350877,222.944839560414
"169",1391.13881578947,221.029482503974
"170",1426.88442982456,193.993162780665
"171",2583.38881578947,356.211769274406
"172",2898.44583333333,389.004208335926
"173",2649.26293859649,378.399155359665
"174",212.665789473684,129.00166293704
"175",246.702192982456,136.093246215609
"176",296.772368421053,143.696164962298
"177",403.653070175439,172.242542742244
"178",596.592324561404,224.653345053852
"179",664.444078947368,193.752822968376
"180",816.98048245614,211.897531009151
"181",860.199561403509,224.95797835183
"182",838.917324561403,215.066952791039
"183",1010.75504385965,241.657910070779
"184",1109.26293859649,257.29812520668
"185",1142.44912280702,244.69392615924
"186",1114.32521929825,224.097627505765
"187",1067.26776315789,221.491026499839
"188",1052.20065789474,211.301337937994
"189",1051.70372807018,220.094133326391
"190",1087.78574561404,231.455641977464
"191",1145.85438596491,218.614713469142
"192",1215.80635964912,228.296167723045
"193",1366.41359649123,248.777502573988
"194",1547.93201754386,222.241993333305
"195",3109.26929824561,472.776100455483
"196",3266.70592105263,467.461939547932
"197",2305.55350877193,317.576855356898
"198",1801.56381578947,242.341298587382
"199",222.625219298246,115.908755095096
"200",285.912280701754,125.362958056664
"201",393.421271929825,159.728591888649
"202",498.928728070175,174.103138655624
"203",607.063815789474,189.805838411959
"204",727.372807017544,225.361088391669
"205",845.409868421053,236.558359434507
"206",914.816228070175,211.821527397081
"207",929.406798245614,197.510092866484
"208",957.801973684211,180.816982262756
"209",969.266885964912,199.030641026525
"210",955.548684210526,241.767616929146
"211",960.898464912281,219.817776763004
"212",990.626315789474,202.560131049353
"213",1046.44736842105,236.949081321349
"214",1113.31644736842,246.203981164051
"215",1229.22149122807,232.948979465547
"216",1515.37960526316,233.989123384942
"217",1885.00175438596,274.112132453854
"218",3062.90438596491,394.804874599012
"219",4340.09057017544,688.70753727247
"220",3391.69342105263,496.43615722214
"221",2174.19692982456,280.176095939796
"222",1898.06315789474,234.466659639313
"223",181.54649122807,92.3771338909048
"224",230.146271929825,101.639010601357
"225",304.940131578947,129.936146955349
"226",397.518859649123,163.027339228291
"227",519.260307017544,179.399306678849
"228",631.131798245614,201.943496195863
"229",737.350438596491,198.467458434193
"230",775.516447368421,189.323874501005
"231",789.405263157895,187.418267863978
"232",832.93201754386,172.964207942219
"233",890.098903508772,179.621491115873
"234",977.616885964912,219.391576611833
"235",1093.91578947368,229.556002268923
"236",1242.41271929825,249.735764767573
"237",1404.09473684211,269.820568788821
"238",1446.06820175439,299.554745784773
"239",1462.42785087719,281.180397203766
"240",1815.91118421053,311.537389233458
"241",2402.76074561403,330.709923089327
"242",2653.04736842105,368.079368400524
"243",2540.84144736842,310.324830222354
"244",2330.82346491228,298.681340247434
"245",2180.83684210526,263.115378436125
"246",2118.99956140351,245.053361512843
"247",2085.52587719298,242.646231180006
"248",1834.97631578947,213.033094744028
"249",125.190570175439,74.1894050731943
"250",156.835964912281,82.1693830538485
"251",197.268859649123,90.5567495249736
"252",254.167543859649,108.812946736785
"253",329.489692982456,133.223800609346
"254",427.608552631579,151.927167460957
"255",526.290789473684,165.062423136437
"256",624.251754385965,177.850125600457
"257",688.415789473684,178.972240000968
"258",771.742763157895,180.352098498421
"259",893.031578947368,184.498033063017
"260",1065.12631578947,228.419110356663
"261",1212.04671052632,244.675650559911
"262",1448.00394736842,284.553009579637
"263",1821.99912280702,328.117867776339
"264",2153.94254385965,369.830356274049
"265",1680.23881578947,191.604455646483
"266",1628.78377192982,197.600747435262
"267",1903.1125,222.72222667976
"268",1875.71074561404,213.814620309434
"269",1637.97521929825,173.843692555477
"270",1840.37543859649,183.639007594861
"271",2048.77280701754,236.126015590216
"272",2013.92061403509,239.898220588763
"273",1600.1774122807,179.513166776481
"274",1431.31271929825,171.40365267034
"275",137.623464912281,71.1315988186598
"276",166.954824561404,74.1211422370002
"277",216.01798245614,87.5170061545039
"278",277.501096491228,113.394688257936
"279",349.021271929825,123.495245117902
"280",432.651096491228,131.067607756419
"281",562.013596491228,162.981535721277
"282",725.831578947368,198.771612729612
"283",884.648245614035,194.557938390342
"284",1136.83377192982,247.021311824266
"285",1402.12675438596,327.902560780431
"286",1466.31206140351,284.643355277967
"287",1046.61622807018,134.663068400198
"288",931.940350877193,124.696746108875
"289",866.810745614035,115.517459411398
"290",1087.58223684211,127.82487552215
"291",1396.74539473684,147.491395825458
"292",1373.7225877193,154.34197523829
"293",1050.48552631579,117.533118515381
"294",861.11600877193,104.664264030871
"295",205.066228070175,69.7694146214521
"296",258.879824561403,85.9208778133507
"297",343.430263157895,102.107098222662
"298",446.251973684211,116.371269088638
"299",615.425877192982,148.385755454458
"300",863.811403508772,179.136283220777
"301",1041.10394736842,217.317920367929
"302",1228.02192982456,290.579966948546
"303",1256.54978070175,257.953847112222
"304",729.223903508772,86.7051371071992
"305",833.05701754386,91.2974651983597
"306",675.623903508772,78.7162332010513
"307",321.960087719298,96.4577852388187
"308",420.724122807018,116.642606370507
"309",563.153728070175,151.893359454509
"310",789.206798245614,165.891409875286
