"","V1","V2"
"311",1042.84561403509,210.508451243061
"312",1054.625,205.064093827841
"313",831.960087719298,163.930098377249
"314",628.806798245614,114.998990053524
"315",592.14451754386,167.916168169506
"316",765.987719298246,188.522977996862
"317",971.475,190.553499502282
"318",949.457894736842,184.566164968774
"319",810.380921052632,153.009031570969
"320",557.162719298246,108.461498625701
"321",814.704605263158,191.92910240289
"322",886.990350877193,187.781134707638
"323",756.943201754386,132.586154920508
"324",529.437938596491,95.5448569669603
"325",403.202412280702,77.9677932266512
"326",317.250657894737,71.0469937850348
"327",998.298903508772,234.12952022082
"328",882.394078947368,187.905329007128
"329",727.186842105263,141.802364031093
"330",476.084429824561,100.787862096142
"331",338.613596491228,70.362996165802
"332",252.406140350877,54.2266373944842
"333",205.45548245614,46.8211182071019
"334",920.734429824561,181.319493952144
"335",686.704385964912,135.270057083691
"336",457.222587719298,110.493626281227
"337",321.138157894737,91.0519450965692
"338",213.848684210526,57.6882491602383
"339",151.74451754386,44.9105803751458
"340",127.082675438596,46.6464749978558
"341",544.213815789474,128.471482885252
"342",414.325219298246,112.64191361294
"343",308.430043859649,103.510295872182
"344",219.464254385965,87.9501338858864
"345",160.888815789474,68.1464822500345
"346",127.106798245614,56.3750520755099
"347",103.762719298246,50.1957804441607
"348",95.5671052631579,44.8218787091234
"349",490.008552631579,111.799199531155
"350",378.957675438596,103.476835354329
"351",275.056578947368,86.2230358038794
"352",217.098903508772,76.760301072167
"353",80.8451754385965,39.8634910537888
"354",62.7401315789474,28.9082320582693
"355",0,0
